Sensor,Date,Variance,value
PM5-60,2021-08-06,6 Hours variance,0.7056041216563903
PM5-60,2021-08-07,6 Hours variance,0.7139071373456765
PM5-60,2021-08-08,6 Hours variance,0.9730671039094587
PM5-60,2021-08-09,6 Hours variance,44.89516328446502
PM5-60,2021-08-10,6 Hours variance,0.9488472013245834
PM5-60,2021-08-11,6 Hours variance,0.8934188593106973
PM5-60,2021-08-12,6 Hours variance,0.5044483973122427
PM5-60,2021-08-13,6 Hours variance,0.7927406426826162
PM5-60,2021-08-14,6 Hours variance,0.8307455809542171
PM5-60,2021-08-15,6 Hours variance,2.022235305748454
PM5-60,2021-08-16,6 Hours variance,0.8745214956275791
PM5-60,2021-08-19,6 Hours variance,0.206670920138883
PM5-60,2021-08-20,6 Hours variance,22.485389146090494
PM5-60,2021-08-21,6 Hours variance,1.6481517996399273
PM5-60,2021-08-22,6 Hours variance,17.904515539801988
PM5-60,2021-08-23,6 Hours variance,1.252258119534454
PM5-60,2021-08-24,6 Hours variance,6.2430392489712005
PM5-60,2021-08-25,6 Hours variance,2.536839150913076
PM5-60,2021-08-26,6 Hours variance,1.3642661586934215
PM5-60,2021-08-27,6 Hours variance,0.9665057484568028
PM5-60,2021-08-28,6 Hours variance,0.7774706532921792
PM5-60,2021-08-29,6 Hours variance,0.7857293274176979
PM5-60,2021-08-30,6 Hours variance,0.5670216354809675
PM5-60,2021-08-31,6 Hours variance,74.5379166668595
PM5-60,2021-09-01,6 Hours variance,6.768905213155879
PM5-60,2021-09-02,6 Hours variance,1.4615933690200518
PM5-60,2021-09-03,6 Hours variance,0.00011543557098768906
PM6-60,2021-06-28,6 Hours variance,0.505012500000024
PM6-60,2021-06-29,6 Hours variance,0.08310516975308956
PM6-60,2021-06-30,6 Hours variance,
PM6-60,2021-07-01,6 Hours variance,0.16250359439299417
PM6-60,2021-07-02,6 Hours variance,0.07716431809413334
PM6-60,2021-07-03,6 Hours variance,0.10010008359053717
PM6-60,2021-07-04,6 Hours variance,0.13864856610082446
PM6-60,2021-07-05,6 Hours variance,1.0735185619212817
PM6-60,2021-07-06,6 Hours variance,0.24208444573045484
PM6-60,2021-07-07,6 Hours variance,0.17622361111111362
PM6-60,2021-07-08,6 Hours variance,0.29860533050411037
PM6-60,2021-07-09,6 Hours variance,0.31522123681841824
PM6-60,2021-07-10,6 Hours variance,0.42620958076133514
PM6-60,2021-07-11,6 Hours variance,0.20247847704476155
PM6-60,2021-07-12,6 Hours variance,0.6323119984567921
PM6-60,2021-07-13,6 Hours variance,0.5093349328060763
PM6-60,2021-07-14,6 Hours variance,0.42098640046297037
PM6-60,2021-07-15,6 Hours variance,1.2551245113168752
PM6-60,2021-07-16,6 Hours variance,0.4534983731995846
PM6-60,2021-07-17,6 Hours variance,1.2757118618184227
PM6-60,2021-07-18,6 Hours variance,1.4063001077031947
PM6-60,2021-07-19,6 Hours variance,1.3949008873456796
PM6-60,2021-07-20,6 Hours variance,0.9857455938143035
PM6-60,2021-07-21,6 Hours variance,1.2004683432998837
PM6-60,2021-07-22,6 Hours variance,1.1663365097736593
PM6-60,2021-07-23,6 Hours variance,1.2012796730324116
PM6-60,2021-07-24,6 Hours variance,0.7844965711805444
PM6-60,2021-07-25,6 Hours variance,0.8195112461419827
PM6-60,2021-07-26,6 Hours variance,0.6889350097736724
PM6-60,2021-07-27,6 Hours variance,1.28340301408179
PM6-60,2021-07-28,6 Hours variance,1.2091689879115235
PM6-60,2021-07-29,6 Hours variance,1.164875930748455
PM6-60,2021-07-30,6 Hours variance,0.9985577674897002
PM6-60,2021-07-31,6 Hours variance,0.9376402649177006
PM6-60,2021-08-01,6 Hours variance,1.4820168772505202
PM6-60,2021-08-02,6 Hours variance,2.235261535493823
PM6-60,2021-08-03,6 Hours variance,1.7593636638374468
PM6-60,2021-08-04,6 Hours variance,2.4840161651234482
PM6-60,2021-08-05,6 Hours variance,2.847979222929521
PM6-60,2021-08-06,6 Hours variance,2.391151303690862
PM6-60,2021-08-07,6 Hours variance,2.539511265432113
PM6-60,2021-08-08,6 Hours variance,1.9992971627443528
PM6-60,2021-08-09,6 Hours variance,2.3502776877572154
PM6-60,2021-08-10,6 Hours variance,2.6343694749871363
PM6-60,2021-08-11,6 Hours variance,2.219693381880127
PM6-60,2021-08-12,6 Hours variance,2.461841581468616
PM6-60,2021-08-13,6 Hours variance,3.565498971193412
PM6-60,2021-08-14,6 Hours variance,2.457999477559161
PM6-60,2021-08-15,6 Hours variance,2.0166949636702713
PM6-60,2021-08-16,6 Hours variance,2.0896571293081276
PM6-60,2021-08-17,6 Hours variance,2.9307447788065777
PM6-60,2021-08-18,6 Hours variance,2.3928272955246768
PM6-60,2021-08-19,6 Hours variance,2.728581976594654
PM6-60,2021-08-20,6 Hours variance,2.3000591612011307
PM6-60,2021-08-21,6 Hours variance,1.9817445601851815
PM6-60,2021-08-22,6 Hours variance,1.9896721627443423
PM6-60,2021-08-23,6 Hours variance,2.2125012908307684
PM6-60,2021-08-24,6 Hours variance,1.6970570650077181
PM6-60,2021-08-25,6 Hours variance,2.5675041457690306
PM6-60,2021-08-26,6 Hours variance,2.659465681262867
PM6-60,2021-08-27,6 Hours variance,2.136845383230439
PM6-60,2021-08-28,6 Hours variance,3.218510897312248
PM6-60,2021-08-29,6 Hours variance,2.194735326646078
PM6-60,2021-08-30,6 Hours variance,2.7718708140432198
PM6-60,2021-08-31,6 Hours variance,2.045081520061734
PM6-60,2021-09-01,6 Hours variance,2.5494158050411593
PM6-60,2021-09-02,6 Hours variance,3.2551321164480544
PM6-60,2021-09-03,6 Hours variance,0.06502519531250214
PM7-60,2021-06-29,6 Hours variance,49.21504236111102
PM7-60,2021-06-30,6 Hours variance,0.07637534722221659
PM7-60,2021-07-01,6 Hours variance,3.8474078768004216
PM7-60,2021-07-02,6 Hours variance,1.8177726401749013
PM7-60,2021-07-03,6 Hours variance,1.9171095212834217
PM7-60,2021-07-04,6 Hours variance,1.89955179237395
PM7-60,2021-07-05,6 Hours variance,1.9450789287551424
PM7-60,2021-07-06,6 Hours variance,1.885534019740227
PM7-60,2021-07-07,6 Hours variance,0.8525849070859088
PM7-60,2021-07-08,6 Hours variance,1.5397150012860086
PM7-60,2021-07-09,6 Hours variance,2.036087358539104
PM7-60,2021-07-10,6 Hours variance,1.714209585583842
PM7-60,2021-07-11,6 Hours variance,0.6080383551954726
PM7-60,2021-07-12,6 Hours variance,0.7893878391846681
PM7-60,2021-07-13,6 Hours variance,1.5862140753600784
PM7-60,2021-07-14,6 Hours variance,1.8855980629501135
PM7-60,2021-07-15,6 Hours variance,2.233583531057104
PM7-60,2021-07-16,6 Hours variance,1.835997498713989
PM7-60,2021-07-17,6 Hours variance,1.7327845743312764
PM7-60,2021-07-18,6 Hours variance,1.7018481867283997
PM7-60,2021-07-19,6 Hours variance,1.8872018052340571
PM7-60,2021-07-20,6 Hours variance,1.4477405269418762
PM7-60,2021-07-21,6 Hours variance,1.8120302517361102
PM7-60,2021-07-22,6 Hours variance,1.6110088911394118
PM7-60,2021-07-23,6 Hours variance,1.307479687500001
PM7-60,2021-07-24,6 Hours variance,1.239443402777782
PM7-60,2021-07-25,6 Hours variance,1.4784746720679047
PM7-60,2021-07-26,6 Hours variance,1.2120891838348768
PM7-60,2021-07-27,6 Hours variance,1.3808961596579221
PM7-60,2021-07-28,6 Hours variance,2.0601076195987593
PM7-60,2021-07-29,6 Hours variance,1.4996929574974327
PM7-60,2021-07-30,6 Hours variance,1.4989375176826156
PM7-60,2021-07-31,6 Hours variance,1.2258752121913616
PM7-60,2021-08-01,6 Hours variance,1.669466486625514
PM7-60,2021-08-02,6 Hours variance,1.865580303176437
PM7-60,2021-08-03,6 Hours variance,1.4625870932998934
PM7-60,2021-08-04,6 Hours variance,1.6703213220164699
PM7-60,2021-08-05,6 Hours variance,1.7639994148662579
PM7-60,2021-08-06,6 Hours variance,1.825859444122946
PM7-60,2021-08-07,6 Hours variance,0.6796473942258213
PM7-60,2021-08-08,6 Hours variance,1.293558450810185
PM7-60,2021-08-09,6 Hours variance,1.2669012651105973
PM7-60,2021-08-10,6 Hours variance,1.53140723218879
PM7-60,2021-08-11,6 Hours variance,1.623488700810184
PM7-60,2021-08-12,6 Hours variance,1.7173743103780932
PM7-60,2021-08-13,6 Hours variance,2.1963708526234567
PM7-60,2021-08-14,6 Hours variance,1.7809619775591592
PM7-60,2021-08-15,6 Hours variance,1.5408755979938278
PM7-60,2021-08-16,6 Hours variance,1.5740295588991764
PM7-60,2021-08-17,6 Hours variance,2.1115280928497984
PM7-60,2021-08-18,6 Hours variance,1.749348115997937
PM7-60,2021-08-19,6 Hours variance,1.5247478459362143
PM7-60,2021-08-20,6 Hours variance,1.1467044158307613
PM7-60,2021-08-21,6 Hours variance,1.3649452546296346
PM7-60,2021-08-22,6 Hours variance,1.4887733731995938
PM7-60,2021-08-23,6 Hours variance,1.5524615356867262
PM7-60,2021-08-24,6 Hours variance,1.103347826646086
PM7-60,2021-08-25,6 Hours variance,1.4440994920267451
PM7-60,2021-08-26,6 Hours variance,1.5979358667695431
PM7-60,2021-08-27,6 Hours variance,1.0647667245370374
PM7-60,2021-08-28,6 Hours variance,1.9362727157278774
PM7-60,2021-08-29,6 Hours variance,0.8582725565843611
PM7-60,2021-08-30,6 Hours variance,1.4609617669753059
PM7-60,2021-08-31,6 Hours variance,1.0290668788580297
PM7-60,2021-09-01,6 Hours variance,1.8924892923739698
PM7-60,2021-09-02,6 Hours variance,1.614949877829214
PM7-60,2021-09-03,6 Hours variance,0.31358800154320876
PM8-60,2021-06-29,6 Hours variance,0.9623854263117391
PM8-60,2021-07-01,6 Hours variance,1.2999075424382838
PM8-60,2021-07-02,6 Hours variance,23.92656405626289
PM8-60,2021-07-03,6 Hours variance,1.6485874019418667
PM8-60,2021-07-04,6 Hours variance,0.8610175202546113
PM8-60,2021-07-05,6 Hours variance,0.8544468541023637
PM8-60,2021-07-06,6 Hours variance,1.0381661313657304
PM8-60,2021-07-07,6 Hours variance,1.1424762908307702
PM8-60,2021-07-08,6 Hours variance,0.4495427260159435
PM8-60,2021-07-09,6 Hours variance,0.460867245370366
PM8-60,2021-07-10,6 Hours variance,149.36162562210652
PM8-60,2021-07-11,6 Hours variance,3.895333982767479
PM8-60,2021-07-12,6 Hours variance,2.330048990483552
PM8-60,2021-07-13,6 Hours variance,0.15491309638631862
PM8-60,2021-07-14,6 Hours variance,0.906222960069445
PM8-60,2021-07-15,6 Hours variance,0.8981388422710818
PM8-60,2021-07-16,6 Hours variance,0.47093498424640085
PM8-60,2021-07-17,6 Hours variance,0.4364223251028849
PM8-60,2021-07-18,6 Hours variance,0.4209022698045309
PM8-60,2021-07-19,6 Hours variance,133.61570032632457
PM8-60,2021-07-20,6 Hours variance,1.728808286715547
PM8-60,2021-07-21,6 Hours variance,2.14868644547325
PM8-60,2021-07-22,6 Hours variance,3.125342841756685
PM8-60,2021-07-23,6 Hours variance,158.14515545910498
PM8-60,2021-07-24,6 Hours variance,3.293180992798336
PM8-60,2021-07-25,6 Hours variance,1.8143231545782017
PM8-60,2021-07-26,6 Hours variance,2.233781436921283
PM8-60,2021-07-27,6 Hours variance,110.07528704346699
PM8-60,2021-07-28,6 Hours variance,2.904081494341559
PM8-60,2021-07-29,6 Hours variance,2.034100958076127
PM8-60,2021-07-30,6 Hours variance,2.1690245032793136
PM8-60,2021-07-31,6 Hours variance,77.54634805812755
PM8-60,2021-08-01,6 Hours variance,3.8234716435185327
PM8-60,2021-08-02,6 Hours variance,0.8869604729295334
PM8-60,2021-08-03,6 Hours variance,1.8363685570987665
PM8-60,2021-08-04,6 Hours variance,60.716014215213534
PM8-60,2021-08-05,6 Hours variance,2.0669310185185132
PM8-60,2021-08-06,6 Hours variance,1.2158552019032973
PM8-60,2021-08-07,6 Hours variance,1.4079745370370418
PM8-60,2021-08-08,6 Hours variance,1.3446177345679071
PM8-60,2021-08-09,6 Hours variance,0.5846052774562726
PM8-60,2021-08-10,6 Hours variance,107.86140059432871
PM8-60,2021-08-11,6 Hours variance,2.9043951003086375
PM8-60,2021-08-12,6 Hours variance,18.40792065972224
PM8-60,2021-08-13,6 Hours variance,1.9884834024562779
PM8-60,2021-08-14,6 Hours variance,2.7509072659464984
PM8-60,2021-08-15,6 Hours variance,2.6209009323559544
PM8-60,2021-08-16,6 Hours variance,85.79926833352617
PM8-60,2021-08-17,6 Hours variance,2.963408698238156
PM8-60,2021-08-18,6 Hours variance,1.9943080311213877
PM8-60,2021-08-19,6 Hours variance,1.7512281442901214
PM8-60,2021-08-20,6 Hours variance,1.0637475228266564
PM8-60,2021-08-21,6 Hours variance,0.40913236239712303
PM8-60,2021-08-22,6 Hours variance,90.30202559156383
PM8-60,2021-08-23,6 Hours variance,2.033827859760805
PM8-60,2021-08-24,6 Hours variance,2.246223976015933
PM8-60,2021-08-25,6 Hours variance,2.536688953189296
PM8-60,2021-08-26,6 Hours variance,1.1520533998842624
PM8-60,2021-08-27,6 Hours variance,0.9103850565843569
PM8-60,2021-08-28,6 Hours variance,191.661187421039
PM8-60,2021-08-29,6 Hours variance,2.5396411136831403
PM8-60,2021-08-30,6 Hours variance,0.9522351658950514
PM8-60,2021-08-31,6 Hours variance,25.32469302231222
PM8-60,2021-09-01,6 Hours variance,1.694600327932091
PM8-60,2021-09-02,6 Hours variance,0.720453708526234
PM8-60,2021-09-03,6 Hours variance,0.13311366705246286
PM9-60,2021-07-06,6 Hours variance,1.1474020929783817
PM9-60,2021-07-07,6 Hours variance,0.5029143052340578
PM9-60,2021-07-08,6 Hours variance,2.9743561856995733
PM9-60,2021-07-09,6 Hours variance,0.8450414287551485
PM9-60,2021-07-10,6 Hours variance,3.1534748521090576
PM9-60,2021-07-11,6 Hours variance,0.39835545749743173
PM9-60,2021-07-12,6 Hours variance,3.757653819444427
PM9-60,2021-07-13,6 Hours variance,0.6509043386702716
PM9-60,2021-07-14,6 Hours variance,5.854422921489203
PM9-60,2021-07-15,6 Hours variance,2.011385164287573
PM9-60,2021-07-16,6 Hours variance,0.7324609953703739
PM9-60,2021-07-17,6 Hours variance,2.9174835519547386
PM9-60,2021-07-18,6 Hours variance,24.108609218299932
PM9-60,2021-07-19,6 Hours variance,1.4663171344521573
PM9-60,2021-07-20,6 Hours variance,16.80638898373198
PM9-60,2021-07-21,6 Hours variance,1.1188135673868413
PM9-60,2021-07-22,6 Hours variance,2.616467335390959
PM9-60,2021-07-23,6 Hours variance,32.531164459555086
PM9-60,2021-07-24,6 Hours variance,2.359077636316887
PM9-60,2021-07-25,6 Hours variance,3.706957077867804
PM9-60,2021-07-26,6 Hours variance,1.8950445264274596
PM9-60,2021-07-27,6 Hours variance,79.47613165348511
PM9-60,2021-07-28,6 Hours variance,2.3728985130529883
PM9-60,2021-07-29,6 Hours variance,4.421763186406892
PM9-60,2021-07-30,6 Hours variance,50.81589017438279
PM9-60,2021-07-31,6 Hours variance,2.340807283629127
PM9-60,2021-08-01,6 Hours variance,2.8731650896990764
PM9-60,2021-08-02,6 Hours variance,1.0298567435056607
PM9-60,2021-08-03,6 Hours variance,0.7155762779706755
PM9-60,2021-08-04,6 Hours variance,0.5128466997813806
PM9-60,2021-08-05,6 Hours variance,0.45751321212705703
PM9-60,2021-08-06,6 Hours variance,62.842866110275274
PM9-60,2021-08-07,6 Hours variance,0.4934955632716054
PM9-60,2021-08-08,6 Hours variance,1.6938119148662638
PM9-60,2021-08-09,6 Hours variance,0.9391717512217049
PM9-60,2021-08-10,6 Hours variance,0.440287787744343
PM9-60,2021-08-11,6 Hours variance,0.445495490933642
PM9-60,2021-08-12,6 Hours variance,0.40353655009001876
PM9-60,2021-08-13,6 Hours variance,120.951267430234
PM9-60,2021-08-14,6 Hours variance,4.003965760030865
PM9-60,2021-08-15,6 Hours variance,3.9107047630529728
PM9-60,2021-08-16,6 Hours variance,60.00124789576901
PM9-60,2021-08-17,6 Hours variance,2.0354848122427973
PM9-60,2021-08-18,6 Hours variance,3.5309809542180894
PM9-60,2021-08-19,6 Hours variance,1.9015291200488698
PM9-60,2021-08-20,6 Hours variance,0.7375470228909458
PM9-60,2021-08-21,6 Hours variance,0.28055008198302384
PM9-60,2021-08-22,6 Hours variance,0.28250581918724343
PM9-60,2021-08-23,6 Hours variance,0.40240869341564145
PM9-60,2021-08-24,6 Hours variance,0.44288909947273664
PM9-60,2021-08-25,6 Hours variance,209.04571274916398
PM9-60,2021-08-26,6 Hours variance,1.9372889789094672
PM9-60,2021-08-27,6 Hours variance,0.9504170058513349
PM9-60,2021-08-28,6 Hours variance,1.3403345743312751
PM9-60,2021-08-29,6 Hours variance,2.150461990419231
PM9-60,2021-08-30,6 Hours variance,2.5572329909336378
PM9-60,2021-08-31,6 Hours variance,2.167666801697537
PM9-60,2021-09-01,6 Hours variance,98.69306337930821
PM9-60,2021-09-02,6 Hours variance,2.3406629292052386
PM9-60,2021-09-03,6 Hours variance,0.2410783203125006
PM10-60,2021-07-06,6 Hours variance,0.6403347222222153
PM10-60,2021-07-07,6 Hours variance,0.03231365740740771
PM10-60,2021-07-08,6 Hours variance,0.15866267361111452
PM10-60,2021-07-09,6 Hours variance,0.49191915509259015
PM10-60,2021-07-10,6 Hours variance,0.00024383680555573967
PM10-60,2021-08-06,6 Hours variance,0.19021956044238167
PM10-60,2021-08-07,6 Hours variance,0.18769043692129642
PM10-60,2021-08-08,6 Hours variance,0.33897088136574793
PM10-60,2021-08-09,6 Hours variance,0.3972577481995929
PM10-60,2021-08-10,6 Hours variance,0.17099369212963275
PM10-60,2021-08-11,6 Hours variance,0.2220834924768557
PM10-60,2021-08-12,6 Hours variance,0.06979656635802367
PM10-60,2021-08-13,6 Hours variance,0.12702447755915872
PM10-60,2021-08-14,6 Hours variance,0.06940468589249223
PM10-60,2021-08-15,6 Hours variance,0.07009715149176703
PM10-60,2021-08-16,6 Hours variance,0.07970375996656161
PM10-60,2021-08-17,6 Hours variance,0.17086890914351882
PM10-60,2021-08-18,6 Hours variance,0.22222975180041526
PM10-60,2021-08-19,6 Hours variance,0.15382215792180812
PM10-60,2021-08-20,6 Hours variance,0.19950509259259228
PM10-60,2021-08-21,6 Hours variance,0.12102094907407494
PM10-60,2021-08-22,6 Hours variance,0.0575605324074101
PM10-60,2021-08-23,6 Hours variance,0.07661826613940197
PM10-60,2021-08-24,6 Hours variance,0.044175724987139155
PM10-60,2021-08-25,6 Hours variance,0.054159868505660215
PM10-60,2021-08-26,6 Hours variance,0.15246445955504204
PM10-60,2021-08-27,6 Hours variance,0.06592194412293999
PM10-60,2021-08-28,6 Hours variance,0.10585127314814607
PM10-60,2021-08-29,6 Hours variance,0.1433826596579228
PM10-60,2021-08-30,6 Hours variance,0.14579915605709554
PM10-60,2021-08-31,6 Hours variance,0.16154866898148046
PM10-60,2021-09-01,6 Hours variance,0.10502604648919622
PM10-60,2021-09-02,6 Hours variance,0.18516714454732472
PM10-60,2021-09-03,6 Hours variance,0.014320430652006179
PM11-60,2021-07-06,6 Hours variance,1.3525555941358118
PM11-60,2021-07-07,6 Hours variance,0.23455450636574474
PM11-60,2021-07-08,6 Hours variance,0.1912161406250005
PM11-60,2021-07-09,6 Hours variance,0.32033178703703963
PM11-60,2021-07-10,6 Hours variance,0.6790121913580315
PM11-60,2021-07-11,6 Hours variance,0.39207131558641856
PM11-60,2021-07-12,6 Hours variance,0.12725339988425985
PM11-60,2021-07-13,6 Hours variance,0.47210007407407667
PM11-60,2021-07-14,6 Hours variance,0.5307973958333394
PM11-60,2021-07-15,6 Hours variance,0.25658348765431854
PM11-60,2021-07-16,6 Hours variance,0.4206840020576097
PM11-60,2021-07-17,6 Hours variance,0.9196520254629625
PM11-60,2021-07-18,6 Hours variance,0.7115671296296169
PM11-60,2021-07-19,6 Hours variance,0.5755324588477253
PM11-60,2021-07-20,6 Hours variance,0.475686490483543
PM11-60,2021-07-21,6 Hours variance,1.9626240740740697
PM11-60,2021-07-22,6 Hours variance,1.1276302662037065
PM11-60,2021-07-23,6 Hours variance,2.3790918402777783
PM11-60,2021-07-24,6 Hours variance,3.119018132716075
PM11-60,2021-07-25,6 Hours variance,1.4561270254629477
PM11-60,2021-07-26,6 Hours variance,5.2842835583847645
PM11-60,2021-07-27,6 Hours variance,4.852707896090576
PM11-60,2021-07-28,6 Hours variance,5.312165245627582
PM11-60,2021-07-29,6 Hours variance,6.800538739390448
PM11-60,2021-07-30,6 Hours variance,3.8509098567387157
PM11-60,2021-07-31,6 Hours variance,6.841966377314784
PM11-60,2021-08-01,6 Hours variance,6.687926072209348
PM11-60,2021-08-02,6 Hours variance,5.764852461934151
PM11-60,2021-08-03,6 Hours variance,7.2431947074974445
PM11-60,2021-08-04,6 Hours variance,6.220354452353355
PM11-60,2021-08-05,6 Hours variance,3.665459935185195
PM11-60,2021-08-06,6 Hours variance,6.2138495992798
PM11-60,2021-08-07,6 Hours variance,6.557919141823024
PM11-60,2021-08-08,6 Hours variance,4.713737191550939
PM11-60,2021-08-09,6 Hours variance,6.7089283647119515
PM11-60,2021-08-10,6 Hours variance,6.190433260802486
PM11-60,2021-08-11,6 Hours variance,4.198371379886839
PM11-60,2021-08-12,6 Hours variance,8.300340269740191
PM11-60,2021-08-13,6 Hours variance,2.5467912358539158
PM11-60,2021-08-14,6 Hours variance,3.22863244888512
PM11-60,2021-08-15,6 Hours variance,1.1822658287037133
PM11-60,2021-08-16,6 Hours variance,2.5783453768004025
PM11-60,2021-08-17,6 Hours variance,5.751306298032401
PM11-60,2021-08-18,6 Hours variance,2.00282193126287
PM11-60,2021-08-19,6 Hours variance,1.323921900720153
PM11-60,2021-08-20,6 Hours variance,1.056058519804531
PM11-60,2021-08-21,6 Hours variance,1.7462584281764328
PM11-60,2021-08-22,6 Hours variance,1.3765243232381668
PM11-60,2021-08-23,6 Hours variance,2.697206381944458
PM11-60,2021-08-24,6 Hours variance,0.6916806375385908
PM11-60,2021-08-25,6 Hours variance,2.655532137345685
PM11-60,2021-08-26,6 Hours variance,1.0986002193930187
PM11-60,2021-08-27,6 Hours variance,2.4976314107510293
PM11-60,2021-08-28,6 Hours variance,2.0892265689300564
PM11-60,2021-08-29,6 Hours variance,1.1913800202546285
PM11-60,2021-08-30,6 Hours variance,0.6438655392875663
PM11-60,2021-08-31,6 Hours variance,0.6372130686085243
PM11-60,2021-09-01,6 Hours variance,0.5208393309542086
PM11-60,2021-09-02,6 Hours variance,1.4873682852366479
PM11-60,2021-09-03,6 Hours variance,0.22471063117283344
PM12-60,2021-07-06,6 Hours variance,14.523055709876575
PM12-60,2021-07-07,6 Hours variance,1.552863657407413
PM12-60,2021-07-08,6 Hours variance,0.08176250000000002
PM12-60,2021-07-09,6 Hours variance,0.2807117476851861
PM12-60,2021-07-10,6 Hours variance,0.16326668595679464
PM12-60,2021-07-11,6 Hours variance,0.17357071759259698
PM12-60,2021-07-12,6 Hours variance,0.07851494823816797
PM12-60,2021-07-13,6 Hours variance,1.1678321823559583
PM12-60,2021-07-14,6 Hours variance,0.047197844328704074
PM12-60,2021-07-15,6 Hours variance,0.04725809542181005
PM12-60,2021-07-16,6 Hours variance,0.11771421682098805
PM12-60,2021-07-17,6 Hours variance,0.08596544495884743
PM12-60,2021-07-18,6 Hours variance,0.2983717271090517
PM12-60,2021-07-19,6 Hours variance,0.06332403549382737
PM12-60,2021-07-20,6 Hours variance,0.08980266685957017
PM12-60,2021-07-21,6 Hours variance,0.34239720936213797
PM12-60,2021-07-22,6 Hours variance,0.8207034899048337
PM12-60,2021-07-23,6 Hours variance,0.2573939477237677
PM12-60,2021-07-24,6 Hours variance,0.43849450070730905
PM12-60,2021-07-25,6 Hours variance,0.1255851385673852
PM12-60,2021-07-26,6 Hours variance,0.16931544058642314
PM12-60,2021-07-27,6 Hours variance,0.35066842849794294
PM12-60,2021-07-28,6 Hours variance,0.4280797389403273
PM12-60,2021-07-29,6 Hours variance,0.3044325022505133
PM12-60,2021-07-30,6 Hours variance,0.10899874453446436
PM12-60,2021-07-31,6 Hours variance,0.052297947209361796
PM12-60,2021-08-01,6 Hours variance,0.051029750192900736
PM12-60,2021-08-02,6 Hours variance,0.11069519515175101
PM12-60,2021-08-03,6 Hours variance,0.21899346707819248
PM12-60,2021-08-04,6 Hours variance,0.6681350308642
PM12-60,2021-08-05,6 Hours variance,1.075703330761322
PM12-60,2021-08-06,6 Hours variance,0.7338204652134737
PM12-60,2021-08-07,6 Hours variance,0.07786691100822903
PM12-60,2021-08-08,6 Hours variance,0.3555692095550425
PM12-60,2021-08-09,6 Hours variance,0.32192825360082455
PM12-60,2021-08-10,6 Hours variance,0.3569337368184202
PM12-60,2021-08-11,6 Hours variance,0.7917574765303556
PM12-60,2021-08-12,6 Hours variance,0.8699790702160449
PM12-60,2021-08-13,6 Hours variance,1.6175657455632717
PM12-60,2021-08-14,6 Hours variance,0.055568407600308754
PM12-60,2021-08-15,6 Hours variance,0.7455310025720201
PM12-60,2021-08-16,6 Hours variance,0.11305725790894862
PM12-60,2021-08-17,6 Hours variance,0.6052834538966069
PM12-60,2021-08-18,6 Hours variance,0.14054133712705696
PM12-60,2021-08-19,6 Hours variance,0.3454855886702683
PM12-60,2021-08-20,6 Hours variance,0.25944524819958675
PM12-60,2021-08-21,6 Hours variance,0.29458647601594673
PM12-60,2021-08-22,6 Hours variance,0.07833871527777778
PM12-60,2021-08-23,6 Hours variance,1.4042750562628505
PM12-60,2021-08-24,6 Hours variance,0.1710683818801425
PM12-60,2021-08-25,6 Hours variance,2.511119794431586
PM12-60,2021-08-26,6 Hours variance,0.04273548578960956
PM12-60,2021-08-27,6 Hours variance,0.07126035718878264
PM12-60,2021-08-28,6 Hours variance,0.16474658404063933
PM12-60,2021-08-29,6 Hours variance,1.37515039062501
PM12-60,2021-08-30,6 Hours variance,0.3203246704603901
PM12-60,2021-08-31,6 Hours variance,0.4119637908307627
PM12-60,2021-09-01,6 Hours variance,0.09158700327931978
PM12-60,2021-09-02,6 Hours variance,2.079600803755144
PM12-60,2021-09-03,6 Hours variance,0.05053550347222517
PM13-60,2021-07-09,6 Hours variance,1.460145839763363
PM13-60,2021-07-10,6 Hours variance,2.4101605131172885
PM13-60,2021-07-11,6 Hours variance,0.3815241062242758
PM13-60,2021-07-12,6 Hours variance,0.3567126205632651
PM13-60,2021-07-13,6 Hours variance,0.16490988136573878
PM13-60,2021-07-14,6 Hours variance,0.09125257683899378
PM13-60,2021-07-15,6 Hours variance,0.07572063239454792
PM13-60,2021-07-16,6 Hours variance,0.13732796424897128
PM13-60,2021-07-17,6 Hours variance,0.4337626462834346
PM13-60,2021-07-18,6 Hours variance,14.46122818126287
PM13-60,2021-07-19,6 Hours variance,0.10879182098765328
PM13-60,2021-07-20,6 Hours variance,0.08478835358796455
PM13-60,2021-07-21,6 Hours variance,0.10743635545267625
PM13-60,2021-07-22,6 Hours variance,0.16636947659464693
PM13-60,2021-07-23,6 Hours variance,0.09666752025463395
PM13-60,2021-07-24,6 Hours variance,0.17910140657150028
PM13-60,2021-07-25,6 Hours variance,0.09849079700360179
PM13-60,2021-07-26,6 Hours variance,0.05992022170782097
PM13-60,2021-07-27,6 Hours variance,0.10946817772633799
PM13-60,2021-07-28,6 Hours variance,0.1301067772633755
PM13-60,2021-07-29,6 Hours variance,0.12270725790894989
PM13-60,2021-07-30,6 Hours variance,0.1061496961805547
PM13-60,2021-07-31,6 Hours variance,0.06819685410236544
PM13-60,2021-08-01,6 Hours variance,0.09994090792180958
PM13-60,2021-08-02,6 Hours variance,0.11252118537809003
PM13-60,2021-08-03,6 Hours variance,15.554664305234079
PM13-60,2021-08-04,6 Hours variance,0.21701687725051724
PM13-60,2021-08-05,6 Hours variance,0.14533342817644093
